nom;taille;temps;comparaison;echange;couleur
Tri pair impair;136;0.0008968000183813274;8640;4717;#EE99AA
Tri pair impair;137;0.0010667000315152109;8704;4666;#EE99AA
Tri pair impair;137;0.0008425000123679638;8160;4326;#EE99AA
Tri pair impair;137;0.0009166999952867627;9112;4516;#EE99AA
Tri pair impair;138;0.0010360999731346965;9042;4860;#EE99AA
Tri pair impair;138;0.0009751000325195491;9179;4333;#EE99AA
Tri pair impair;138;0.0009238999919034541;9179;4368;#EE99AA
Tri pair impair;139;0.0009073000401258469;9108;4899;#EE99AA
Tri pair impair;139;0.0009611999848857522;9522;4812;#EE99AA
Tri pair impair;139;0.0009548999951221049;9246;4655;#EE99AA
Tri pair impair;140;0.0009752999758347869;9174;5220;#EE99AA
Tri pair impair;140;0.0009468999924138188;9313;4920;#EE99AA
Tri pair impair;140;0.0009270000155083835;9452;4742;#EE99AA
Tri pair impair;141;0.0009622999932616949;9380;5184;#EE99AA
Tri pair impair;141;0.0009330000029876828;9380;4743;#EE99AA
Tri pair impair;141;0.0010112999589182436;9800;5287;#EE99AA
Tri pair impair;142;0.0009902999736368656;9447;5174;#EE99AA
Tri pair impair;142;0.0009979999740608037;9729;5432;#EE99AA
Tri pair impair;142;0.0009361000265926123;8742;5273;#EE99AA
Tri pair impair;143;0.0009843999869190156;9940;4919;#EE99AA
Tri pair impair;143;0.0009692999883554876;9798;5196;#EE99AA
Tri pair impair;143;0.0009412000072188675;9230;4787;#EE99AA
Tri pair impair;144;0.0010027000098489225;10153;4764;#EE99AA
Tri pair impair;144;0.0009969000238925219;9724;4854;#EE99AA
Tri pair impair;144;0.0009755999781191349;9581;5109;#EE99AA
Tri pair impair;145;0.0009601999772712588;9936;4709;#EE99AA
Tri pair impair;145;0.0010937000042758882;10224;5549;#EE99AA
Tri pair impair;145;0.001055500004440546;10080;5551;#EE99AA
Tri pair impair;146;0.001052799983881414;10440;5092;#EE99AA
Tri pair impair;146;0.0009627999970689416;9570;5069;#EE99AA
Tri pair impair;146;0.0010255000088363886;10005;4839;#EE99AA
Tri pair impair;147;0.0011774000013247132;10658;5654;#EE99AA
Tri pair impair;147;0.001038899994455278;10658;5000;#EE99AA
Tri pair impair;147;0.0010003999923355877;9344;5538;#EE99AA
